"category","sales","ship_date","product_id","city","profit","state","zipcode","row_id","region","ship_mode","order_id","segment","sub_category","order_date","quantity","discount","country","customer_name","product_name","customer_id"
"Office Supplies","3.304","2017-11-28","OFF-AR-10000390","Charlotte","1.0738","North Carolina","28205","109","South","Standard Class","CA-2017-119004","Consumer","Art","2017-11-23","1","","United States","Janet Martin","Newell Chalk Holder","JM-15250"
"Technology","339.96","2015-10-20","TEC-AC-10000844","Orland Park","67.992","Illinois","60462","110","Central","Standard Class","CA-2015-129476","Home Office","Accessories","2015-10-15","5","","United States","Pete Armstrong","Logitech Gaming G510s - Keyboard","PA-19060"
"Furniture","41.96","2017-12-30","FUR-FU-10001934","New York City","10.9096","New York","10035","111","East","Standard Class","CA-2017-146780","Corporate","Furnishings","2017-12-25","2","0","United States","Cynthia Voltz","Magnifier Swing Arm Lamp","CV-12805"
"Office Supplies","75.96","2016-11-10","OFF-AR-10000380","Urbandale","22.788","Iowa","50322","112","Central","Standard Class","CA-2016-128867","Consumer","Art","2016-11-03","2","0","United States","Clay Ludtke","Hunt PowerHouse Electric Pencil Sharpener, Blue","CL-12565"
"Office Supplies","27.24","2016-11-10","OFF-BI-10003981","Urbandale","13.3476","Iowa","50322","113","Central","Standard Class","CA-2016-128867","Consumer","Binders","2016-11-03","6","0","United States","Clay Ludtke","Avery Durable Plastic 1"" Binders","CL-12565"
"Office Supplies","40.096","2014-08-27","OFF-FA-10000621","Columbus","14.5348","Ohio","43229","114","East","Second Class","CA-2014-115259","Consumer","Fasteners","2014-08-25","14","","United States","Ryan Crowe","OIC Colored Binder Clips, Assorted Sizes","RC-19960"
"Office Supplies","4.72","2014-08-27","OFF-EN-10002600","Columbus","1.652","Ohio","43229","115","East","Second Class","CA-2014-115259","Consumer","Envelopes","2014-08-25","2","","United States","Ryan Crowe","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","RC-19960"
"Office Supplies","23.976","2014-08-27","OFF-PA-10004965","Columbus","7.4925","Ohio","43229","116","East","Second Class","CA-2014-115259","Consumer","Paper","2014-08-25","3","","United States","Ryan Crowe","Xerox 1921","RC-19960"
"Office Supplies","130.464","2014-08-27","OFF-EN-10002504","Columbus","44.0316","Ohio","43229","117","East","Second Class","CA-2014-115259","Consumer","Envelopes","2014-08-25","6","","United States","Ryan Crowe","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","RC-19960"
"Furniture","787.53","2015-03-06","FUR-TA-10001768","Seattle","165.3813","Washington","98103","118","West","Standard Class","CA-2015-110457","Consumer","Tables","2015-03-02","3","0","United States","Dave Kipp","Hon Racetrack Conference Tables","DK-13090"
"Office Supplies","157.794","2015-04-10","OFF-BI-10003650","Bristol","-115.7156","Tennessee","37620","119","South","Standard Class","US-2015-136476","Corporate","Binders","2015-04-05","1","","United States","Greg Guthrie","GBC DocuBind 300 Electric Binding Machine","GG-14650"
"Furniture","47.04","2016-06-15","FUR-FU-10002157","Wilmington","18.3456","Delaware","19805","120","East","First Class","CA-2016-103730","Consumer","Furnishings","2016-06-12","3","0","United States","Steven Cartwright","Artistic Insta-Plaque","SC-20725"
"Office Supplies","30.84","2016-06-15","OFF-BI-10003910","Wilmington","13.878","Delaware","19805","121","East","First Class","CA-2016-103730","Consumer","Binders","2016-06-12","4","0","United States","Steven Cartwright","DXL Angle-View Binders with Locking Rings by Samsill","SC-20725"
"Office Supplies","226.56","2016-06-15","OFF-ST-10000777","Wilmington","63.4368","Delaware","19805","122","East","First Class","CA-2016-103730","Consumer","Storage","2016-06-12","6","0","United States","Steven Cartwright","Companion Letter/Legal File, Black","SC-20725"
"Office Supplies","115.02","2016-06-15","OFF-EN-10002500","Wilmington","51.759","Delaware","19805","123","East","First Class","CA-2016-103730","Consumer","Envelopes","2016-06-12","9","0","United States","Steven Cartwright","Globe Weis Peel & Seel First Class Envelopes","SC-20725"
"Technology","68.04","2016-06-15","TEC-PH-10003875","Wilmington","19.7316","Delaware","19805","124","East","First Class","CA-2016-103730","Consumer","Phones","2016-06-12","7","0","United States","Steven Cartwright","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","SC-20725"
"Furniture","600.558","2014-12-28","FUR-CH-10004063","Houston","-8.5794","Texas","77041","125","Central","Second Class","US-2014-152030","Home Office","Chairs","2014-12-26","3","","United States","Alan Dominguez","Global Deluxe High-Back Manager's Chair","AD-10180"
"Furniture","617.7","2014-09-25","FUR-TA-10004534","Bloomington","-407.682","Illinois","61701","126","Central","Standard Class","US-2014-134614","Consumer","Tables","2014-09-20","6","","United States","Philip Fox","Bevis 44 x 96 Conference Tables","PF-19165"
"Office Supplies","2.388","2017-11-12","OFF-BI-10003274","Phoenix","-1.8308","Arizona","85023","127","West","Standard Class","US-2017-107272","Consumer","Binders","2017-11-05","2","","United States","Troy Staebel","Avery Durable Slant Ring Binders, No Labels","TS-21610"
"Office Supplies","243.992","2017-11-12","OFF-ST-10002974","Phoenix","30.499","Arizona","85023","128","West","Standard Class","US-2017-107272","Consumer","Storage","2017-11-05","7","","United States","Troy Staebel","Trav-L-File Heavy-Duty Shuttle II, Black","TS-21610"
"Furniture","81.424","2016-11-10","FUR-CH-10001146","Los Angeles","-9.1602","California","90004","129","West","Second Class","US-2016-125969","Home Office","Chairs","2016-11-06","2","","United States","Lindsay Shagiari","Global Task Chair, Black","LS-16975"
"Furniture","238.56","2016-11-10","FUR-FU-10003773","Los Angeles","26.2416","California","90004","130","West","Second Class","US-2016-125969","Home Office","Furnishings","2016-11-06","3","0","United States","Lindsay Shagiari","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","LS-16975"
"Technology","59.97","2017-02-05","TEC-PH-10002293","Columbus","-11.994","Ohio","43229","131","East","First Class","US-2017-164147","Corporate","Phones","2017-02-02","5","","United States","Dorothy Wardle","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","DW-13585"
"Office Supplies","78.304","2017-02-05","OFF-PA-10002377","Columbus","29.364","Ohio","43229","132","East","First Class","US-2017-164147","Corporate","Paper","2017-02-02","2","","United States","Dorothy Wardle","Xerox 1916","DW-13585"
"Office Supplies","21.456","2017-02-05","OFF-FA-10002780","Columbus","6.9732","Ohio","43229","133","East","First Class","US-2017-164147","Corporate","Fasteners","2017-02-02","9","","United States","Dorothy Wardle","Staples","DW-13585"
"Office Supplies","20.04","2016-10-19","OFF-PA-10001804","Roseville","9.6192","California","95661","134","West","Standard Class","CA-2016-145583","Consumer","Paper","2016-10-13","3","0","United States","Lena Creighton","Xerox 195","LC-16885"
"Office Supplies","35.44","2016-10-19","OFF-PA-10001736","Roseville","16.6568","California","95661","135","West","Standard Class","CA-2016-145583","Consumer","Paper","2016-10-13","1","0","United States","Lena Creighton","Xerox 1880","LC-16885"
"Office Supplies","11.52","2016-10-19","OFF-AR-10001149","Roseville","3.456","California","95661","136","West","Standard Class","CA-2016-145583","Consumer","Art","2016-10-13","4","0","United States","Lena Creighton","Sanford Colorific Colored Pencils, 12/Box","LC-16885"
"Office Supplies","4.02","2016-10-19","OFF-FA-10002988","Roseville","1.9698","California","95661","137","West","Standard Class","CA-2016-145583","Consumer","Fasteners","2016-10-13","2","0","United States","Lena Creighton","Ideal Clamps","LC-16885"
"Office Supplies","76.176","2016-10-19","OFF-BI-10004781","Roseville","26.6616","California","95661","138","West","Standard Class","CA-2016-145583","Consumer","Binders","2016-10-13","3","","United States","Lena Creighton","GBC Wire Binding Strips","LC-16885"
"Office Supplies","65.88","2016-10-19","OFF-SU-10001218","Roseville","18.4464","California","95661","139","West","Standard Class","CA-2016-145583","Consumer","Supplies","2016-10-13","6","0","United States","Lena Creighton","Fiskars Softgrip Scissors","LC-16885"
"Furniture","43.12","2016-10-19","FUR-FU-10001706","Roseville","20.6976","California","95661","140","West","Standard Class","CA-2016-145583","Consumer","Furnishings","2016-10-13","14","0","United States","Lena Creighton","Longer-Life Soft White Bulbs","LC-16885"
"Furniture","82.8","2016-09-07","FUR-FU-10004848","Philadelphia","10.35","Pennsylvania","19140","141","East","Second Class","CA-2016-110366","Corporate","Furnishings","2016-09-05","2","","United States","Jonathan Doherty","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","JD-15895"
"Office Supplies","8.82","2017-09-23","OFF-AR-10000940","San Francisco","2.3814","California","94122","142","West","Standard Class","CA-2017-106180","Corporate","Art","2017-09-18","3","0","United States","Sally Hughsby","Newell 343","SH-19975"
"Office Supplies","10.86","2017-09-23","OFF-EN-10004030","San Francisco","5.1042","California","94122","143","West","Standard Class","CA-2017-106180","Corporate","Envelopes","2017-09-18","3","0","United States","Sally Hughsby","Convenience Packs of Business Envelopes","SH-19975"
"Office Supplies","143.7","2017-09-23","OFF-PA-10004327","San Francisco","68.976","California","94122","144","West","Standard Class","CA-2017-106180","Corporate","Paper","2017-09-18","3","0","United States","Sally Hughsby","Xerox 1911","SH-19975"
"Office Supplies","839.43","2017-12-27","OFF-AP-10001058","Independence","218.2518","Missouri","64055","145","Central","Standard Class","CA-2017-155376","Consumer","Appliances","2017-12-22","3","0","United States","Sandra Glassco","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","SG-20080"
"Office Supplies","671.93","2015-09-12","OFF-ST-10003656","Pasadena","20.1579","California","91104","146","West","Standard Class","CA-2015-110744","Consumer","Storage","2015-09-07","7","0","United States","Helen Andreada","Safco Industrial Wire Shelving","HA-14920"
"Furniture","93.888","2014-10-28","FUR-FU-10000521","Newark","12.9096","Ohio","43055","147","East","Standard Class","CA-2014-110072","Home Office","Furnishings","2014-10-22","4","","United States","Maureen Gastineau","Seth Thomas 14"" Putty-Colored Wall Clock","MG-17680"
"Technology","384.45","2016-12-09","TEC-PH-10000215","Franklin","103.8015","Wisconsin","53132","148","Central","Standard Class","CA-2016-114489","Corporate","Phones","2016-12-05","11","0","United States","Justin Ellison","Plantronics Cordless Phone Headset with In-line Volume - M214C","JE-16165"
"Technology","149.97","2016-12-09","TEC-PH-10001448","Franklin","5.9988","Wisconsin","53132","149","Central","Standard Class","CA-2016-114489","Corporate","Phones","2016-12-05","3","0","United States","Justin Ellison","Anker Astro 15000mAh USB Portable Charger","JE-16165"
"Furniture","1951.84","2016-12-09","FUR-CH-10000454","Franklin","585.552","Wisconsin","53132","150","Central","Standard Class","CA-2016-114489","Corporate","Chairs","2016-12-05","8","0","United States","Justin Ellison","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","JE-16165"
"Office Supplies","171.55","2016-12-09","OFF-BI-10002735","Franklin","80.6285","Wisconsin","53132","151","Central","Standard Class","CA-2016-114489","Corporate","Binders","2016-12-05","5","0","United States","Justin Ellison","GBC Prestige Therm-A-Bind Covers","JE-16165"
"Office Supplies","157.92","2016-03-16","OFF-AP-10000326","Scottsdale","17.766","Arizona","85254","152","West","First Class","CA-2016-158834","Home Office","Appliances","2016-03-13","5","","United States","Tamara Willingham","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","TW-21025"
"Technology","203.184","2016-03-16","TEC-PH-10001254","Scottsdale","15.2388","Arizona","85254","153","West","First Class","CA-2016-158834","Home Office","Phones","2016-03-13","2","","United States","Tamara Willingham","Jabra BIZ 2300 Duo QD Duo Corded Headset","TW-21025"
"Office Supplies","58.38","2015-06-02","OFF-PA-10001950","San Jose","26.271","California","95123","154","West","First Class","CA-2015-124919","Corporate","Paper","2015-05-31","7","0","United States","Stephanie Phelps","Southworth 25% Cotton Antique Laid Paper & Envelopes","SP-20650"
"Office Supplies","105.52","2015-06-02","OFF-PA-10002254","San Jose","48.5392","California","95123","155","West","First Class","CA-2015-124919","Corporate","Paper","2015-05-31","4","0","United States","Stephanie Phelps","Xerox 1883","SP-20650"
"Office Supplies","80.88","2015-06-02","OFF-ST-10001590","San Jose","21.0288","California","95123","156","West","First Class","CA-2015-124919","Corporate","Storage","2015-05-31","6","0","United States","Stephanie Phelps","Tenex Personal Project File with Scoop Front Design, Black","SP-20650"
"Office Supplies","6.63","2015-06-03","OFF-AR-10001547","Seattle","1.7901","Washington","98105","157","West","Standard Class","CA-2015-118948","Home Office","Art","2015-05-28","3","0","United States","Neil Knudson","Newell 311","NK-18490"
"Furniture","457.568","2014-03-06","FUR-CH-10004063","Seattle","51.4764","Washington","98115","158","West","Second Class","CA-2014-104269","Consumer","Chairs","2014-03-01","2","","United States","Dave Brooks","Global Deluxe High-Back Manager's Chair","DB-13060"
"Office Supplies","14.62","2016-11-24","OFF-LA-10002475","Edmond","6.8714","Oklahoma","73034","159","Central","Standard Class","CA-2016-114104","Consumer","Labels","2016-11-20","2","0","United States","Nora Paige","Avery 519","NP-18670"
"Technology","944.93","2016-11-24","TEC-PH-10004536","Edmond","236.2325","Oklahoma","73034","160","Central","Standard Class","CA-2016-114104","Consumer","Phones","2016-11-20","7","0","United States","Nora Paige","Avaya 5420 Digital phone","NP-18670"
"Office Supplies","5.98","2016-05-12","OFF-PA-10002751","Los Angeles","2.691","California","90045","161","West","First Class","CA-2016-162733","Consumer","Paper","2016-05-11","1","0","United States","Ted Trevino","Xerox 1920","TT-21070"
"Technology","54.384","2015-12-31","TEC-AC-10003657","Philadelphia","1.3596","Pennsylvania","19134","162","East","Second Class","CA-2015-119697","Consumer","Accessories","2015-12-28","2","","United States","Eric Murdock","Lenovo 17-Key USB Numeric Keypad","EM-13960"
"Office Supplies","28.4","2016-11-20","OFF-EN-10001990","Carlsbad","13.348","New Mexico","88220","163","West","Standard Class","CA-2016-154508","Consumer","Envelopes","2016-11-16","5","0","United States","Ruben Dartt","Staple envelope","RD-19900"
"Office Supplies","27.68","2016-11-11","OFF-BI-10004002","Seattle","9.688","Washington","98115","164","West","Standard Class","CA-2016-113817","Consumer","Binders","2016-11-07","2","","United States","Max Jones","Wilson Jones International Size A4 Ring Binders","MJ-17740"
"Office Supplies","9.936","2014-09-12","OFF-AR-10004441","San Antonio","2.7324","Texas","78207","165","Central","Standard Class","CA-2014-139892","Consumer","Art","2014-09-08","3","","United States","Becky Martin","BIC Brite Liner Highlighters","BM-11140"
